image_filename,image_path,image_index,split,object_a_index,object_b_index,object_a_desc,object_b_desc,label,caption_a_front,caption_b_front,a_front_score,b_front_score,abs_front_gap,gap_bucket,a_pixel_x,a_pixel_y,a_pixel_z,b_pixel_x,b_pixel_y,b_pixel_z,a_3d_x,a_3d_y,a_3d_z,b_3d_x,b_3d_y,b_3d_z,a_size,b_size,a_color,b_color,a_material,b_material,a_shape,b_shape,clip_score_a_front,clip_score_b_front,clip_pred,clip_correct
CLEVR_val_000217.png,external/CLEVR_v1.0/images/val/CLEVR_val_000217.png,217,val,0,7,large green rubber sphere,large brown rubber sphere,a_front,a 3D rendered scene where the large green rubber sphere is in front of the large brown rubber sphere,a 3D rendered scene where the large brown rubber sphere is in front of the large green rubber sphere,-0.2019734129231167,-3.2983380810796064,3.0963646681564896,large,372,127,11.5128755569458,255,77,14.166367530822754,1.7480870485305786,2.3173274993896484,0.699999988079071,-2.1783547401428223,2.521350145339966,0.699999988079071,large,large,green,brown,rubber,rubber,sphere,sphere,29.85978889465332,29.688831329345703,a_front,True
CLEVR_val_000105.png,external/CLEVR_v1.0/images/val/CLEVR_val_000105.png,105,val,1,2,large brown rubber cube,small yellow rubber cube,b_front,a 3D rendered scene where the large brown rubber cube is in front of the small yellow rubber cube,a 3D rendered scene where the small yellow rubber cube is in front of the large brown rubber cube,-0.6604086056608054,0.7536569685800742,1.4140655742408796,medium,173,118,11.294983863830566,399,159,10.392324447631836,-1.4192206859588623,-0.6252820491790771,0.699999988079071,2.6091158390045166,1.851096749305725,0.3499999940395355,large,small,brown,yellow,rubber,rubber,cube,cube,34.02764892578125,34.22768020629883,b_front,True
CLEVR_val_000102.png,external/CLEVR_v1.0/images/val/CLEVR_val_000102.png,102,val,1,4,large yellow metal sphere,small red rubber cube,b_front,a 3D rendered scene where the large yellow metal sphere is in front of the small red rubber cube,a 3D rendered scene where the small red rubber cube is in front of the large yellow metal sphere,-2.484466956601566,-1.203349464521386,1.281117492080179,medium,233,86,12.4924898147583,305,121,11.505555152893066,-1.9975392818450928,1.4891453981399536,0.699999988079071,0.015962928533554,1.8518550395965576,0.3499999940395355,large,small,yellow,red,metal,rubber,sphere,cube,33.2279052734375,33.900047302246094,b_front,True
CLEVR_val_000071.png,external/CLEVR_v1.0/images/val/CLEVR_val_000071.png,71,val,5,7,small gray metal cylinder,small purple rubber cylinder,a_front,a 3D rendered scene where the small gray metal cylinder is in front of the small purple rubber cylinder,a 3D rendered scene where the small purple rubber cylinder is in front of the small gray metal cylinder,-1.6136285656204628,-2.483954394374841,0.8703258287543783,medium,295,114,12.129406929016112,313,100,12.883869171142578,-0.4112154841423034,1.9859029054641724,0.3499999940395355,-0.7471619844436646,2.925788402557373,0.3499999940395355,small,small,gray,purple,metal,rubber,cylinder,cylinder,29.981109619140625,31.009193420410156,b_front,False
CLEVR_val_000227.png,external/CLEVR_v1.0/images/val/CLEVR_val_000227.png,227,val,2,6,large yellow rubber cube,small purple rubber cylinder,b_front,a 3D rendered scene where the large yellow rubber cube is in front of the small purple rubber cylinder,a 3D rendered scene where the small purple rubber cylinder is in front of the large yellow rubber cube,-2.9892285591122203,0.4872092159859633,3.4764377750981836,large,215,76,13.235946655273438,141,159,10.380837440490724,-2.6167099475860596,1.546440362930298,0.699999988079071,-0.9237529039382936,-1.804283857345581,0.3499999940395355,large,small,yellow,purple,rubber,rubber,cube,cylinder,31.472965240478516,32.188255310058594,b_front,True
CLEVR_val_000149.png,external/CLEVR_v1.0/images/val/CLEVR_val_000149.png,149,val,3,4,large purple metal sphere,large cyan rubber cube,b_front,a 3D rendered scene where the large purple metal sphere is in front of the large cyan rubber cube,a 3D rendered scene where the large cyan rubber cube is in front of the large purple metal sphere,-1.8782976407227068,-0.0079512992152777,1.870346341507429,large,209,96,12.909634590148926,224,131,11.27824878692627,-1.956002950668335,0.6132948994636536,0.699999988079071,-0.2323869615793228,-0.2550351023674011,0.699999988079071,large,large,purple,cyan,metal,rubber,sphere,cube,33.401432037353516,33.096168518066406,a_front,False
CLEVR_val_000066.png,external/CLEVR_v1.0/images/val/CLEVR_val_000066.png,66,val,4,6,small green rubber cylinder,large blue rubber cube,b_front,a 3D rendered scene where the small green rubber cylinder is in front of the large blue rubber cube,a 3D rendered scene where the large blue rubber cube is in front of the small green rubber cylinder,-1.7483476779306102,0.0934585733091779,1.841806251239788,large,232,115,12.80575180053711,429,135,10.877239227294922,-1.4794113636016846,0.9631803631782532,0.3499999940395355,2.638476610183716,2.8907723426818848,0.699999988079071,small,large,green,blue,rubber,rubber,cylinder,cube,33.301918029785156,32.85992431640625,a_front,False
CLEVR_val_000282.png,external/CLEVR_v1.0/images/val/CLEVR_val_000282.png,282,val,2,5,large purple metal sphere,small green metal sphere,a_front,a 3D rendered scene where the large purple metal sphere is in front of the small green metal sphere,a 3D rendered scene where the small green metal sphere is in front of the large purple metal sphere,-0.8621589643300496,-2.999682893855592,2.1375239295255426,large,143,112,11.540298461914062,211,95,13.547174453735352,-2.082550287246704,-1.0804401636123655,0.699999988079071,-2.8578341007232666,1.28517484664917,0.3499999940395355,large,small,purple,green,metal,metal,sphere,sphere,34.8066520690918,34.76540756225586,a_front,True
CLEVR_val_000196.png,external/CLEVR_v1.0/images/val/CLEVR_val_000196.png,196,val,3,6,large cyan rubber sphere,large red rubber cube,b_front,a 3D rendered scene where the large cyan rubber sphere is in front of the large red rubber cube,a 3D rendered scene where the large red rubber cube is in front of the large cyan rubber sphere,0.4222487429127532,2.049596098941059,1.6273473560283058,medium,286,141,10.31691074371338,318,187,8.904014587402344,0.9157405495643616,0.4093616008758545,0.699999988079071,2.44964599609375,-0.3068085610866546,0.699999988079071,large,large,cyan,red,rubber,rubber,sphere,cube,32.230003356933594,31.098159790039062,a_front,False
CLEVR_val_000101.png,external/CLEVR_v1.0/images/val/CLEVR_val_000101.png,101,val,1,3,small cyan metal cube,large cyan rubber cube,b_front,a 3D rendered scene where the small cyan metal cube is in front of the large cyan rubber cube,a 3D rendered scene where the large cyan rubber cube is in front of the small cyan metal cube,-0.1681908851240479,0.7817604125106925,0.9499512976347404,medium,282,142,11.462003707885742,354,146,10.469706535339355,0.4740355014801025,0.8012144565582275,0.3499999940395355,2.081953525543213,1.2022547721862793,0.699999988079071,small,large,cyan,cyan,metal,rubber,cube,cube,32.8730354309082,33.521907806396484,b_front,True
CLEVR_val_000191.png,external/CLEVR_v1.0/images/val/CLEVR_val_000191.png,191,val,3,9,small green metal cube,small red rubber cylinder,a_front,a 3D rendered scene where the small green metal cube is in front of the small red rubber cylinder,a 3D rendered scene where the small red rubber cylinder is in front of the small green metal cube,0.1578167676959196,-2.1358022128310026,2.2936189805269223,large,427,149,11.31588077545166,284,112,13.40135383605957,2.7690916061401367,2.94286584854126,0.3499999940395355,-0.8768879175186157,2.2461884021759033,0.3499999940395355,small,small,green,red,metal,rubber,cube,cylinder,33.579776763916016,33.74348449707031,b_front,False
CLEVR_val_000028.png,external/CLEVR_v1.0/images/val/CLEVR_val_000028.png,28,val,3,8,large brown rubber cube,small blue rubber cube,a_front,a 3D rendered scene where the large brown rubber cube is in front of the small blue rubber cube,a 3D rendered scene where the small blue rubber cube is in front of the large brown rubber cube,0.324089796395782,-3.450927737932915,3.775017534328697,large,323,136,10.87795352935791,218,94,14.395176887512209,1.370596408843994,1.0818219184875488,0.699999988079071,-2.957010269165039,1.858709692955017,0.3499999940395355,large,small,brown,blue,rubber,rubber,cube,cube,32.6170539855957,32.92619705200195,b_front,False
CLEVR_val_000130.png,external/CLEVR_v1.0/images/val/CLEVR_val_000130.png,130,val,3,5,large red rubber cylinder,small green rubber cylinder,a_front,a 3D rendered scene where the large red rubber cylinder is in front of the small green rubber cylinder,a 3D rendered scene where the small green rubber cylinder is in front of the large red rubber cylinder,0.2967950062847819,-1.1043631223380714,1.4011581286228534,medium,81,139,10.521870613098145,141,124,11.943243026733398,-1.875378131866455,-2.6081368923187256,0.699999988079071,-2.2938380241394043,-0.954296350479126,0.3499999940395355,large,small,red,green,rubber,rubber,cylinder,cylinder,28.09667205810547,28.864713668823242,b_front,False
CLEVR_val_000171.png,external/CLEVR_v1.0/images/val/CLEVR_val_000171.png,171,val,2,9,small brown rubber cylinder,small purple rubber sphere,a_front,a 3D rendered scene where the small brown rubber cylinder is in front of the small purple rubber sphere,a 3D rendered scene where the small purple rubber sphere is in front of the small brown rubber cylinder,2.3875378140353263,-2.0257807407328396,4.413318554768166,large,160,217,8.895696640014648,314,103,12.75875473022461,0.8623926639556885,-2.6464133262634277,0.3499999940395355,-0.3054926693439483,2.735423803329468,0.3499999940395355,small,small,brown,purple,rubber,rubber,cylinder,sphere,32.722042083740234,32.41678237915039,a_front,True
CLEVR_val_000181.png,external/CLEVR_v1.0/images/val/CLEVR_val_000181.png,181,val,1,3,small brown rubber sphere,small blue rubber sphere,a_front,a 3D rendered scene where the small brown rubber sphere is in front of the small blue rubber sphere,a 3D rendered scene where the small blue rubber sphere is in front of the small brown rubber sphere,-0.4390787965415867,-1.2121309601605432,0.7730521636189565,medium,185,135,11.529293060302734,324,125,12.02416706085205,-1.150626540184021,-0.6537413001060486,0.3499999940395355,0.291767954826355,2.182298421859741,0.3499999940395355,small,small,brown,blue,rubber,rubber,sphere,sphere,30.384387969970703,30.43191146850586,b_front,False
