image_filename,object_a_desc,object_b_desc,label,gap_bucket,random_balanced_pred,random_balanced_correct,lower_pixel_y_pred,lower_pixel_y_correct,higher_pixel_y_pred,higher_pixel_y_correct,larger_object_pred,larger_object_correct,left_object_pred,left_object_correct,right_object_pred,right_object_correct
CLEVR_val_000131.png,large gray metal sphere,small gray rubber cube,a_front,large,b_front,False,a_front,True,b_front,False,a_front,True,b_front,False,a_front,True
CLEVR_val_000277.png,small purple metal cylinder,small yellow metal cube,a_front,small,a_front,True,a_front,True,b_front,False,a_front,True,b_front,False,a_front,True
CLEVR_val_000165.png,small blue metal sphere,large brown metal cube,a_front,medium,b_front,False,a_front,True,b_front,False,b_front,False,b_front,False,a_front,True
CLEVR_val_000246.png,large cyan rubber cylinder,small green rubber sphere,a_front,large,a_front,True,a_front,True,b_front,False,a_front,True,b_front,False,a_front,True
CLEVR_val_000204.png,large green rubber sphere,large red metal cylinder,b_front,large,b_front,True,b_front,True,a_front,False,b_front,True,a_front,False,b_front,True
CLEVR_val_000121.png,large blue metal cylinder,large blue rubber sphere,b_front,large,a_front,False,b_front,True,a_front,False,a_front,False,a_front,False,b_front,True
CLEVR_val_000168.png,large yellow metal cylinder,large gray metal cube,a_front,medium,b_front,False,a_front,True,b_front,False,b_front,False,a_front,True,b_front,False
CLEVR_val_000068.png,large cyan rubber cylinder,small red rubber cylinder,b_front,large,a_front,False,b_front,True,a_front,False,a_front,False,a_front,False,b_front,True
CLEVR_val_000182.png,large brown metal cube,large blue metal sphere,b_front,large,b_front,True,b_front,True,a_front,False,b_front,True,b_front,True,a_front,False
CLEVR_val_000283.png,small purple rubber cylinder,small yellow rubber sphere,b_front,large,a_front,False,b_front,True,a_front,False,a_front,False,b_front,True,a_front,False
CLEVR_val_000023.png,small blue rubber sphere,small red rubber sphere,b_front,large,b_front,True,b_front,True,a_front,False,b_front,True,b_front,True,a_front,False
CLEVR_val_000071.png,small blue metal sphere,small green rubber sphere,b_front,medium,a_front,False,b_front,True,a_front,False,a_front,False,b_front,True,a_front,False
CLEVR_val_000170.png,small red rubber cube,small yellow metal sphere,b_front,medium,b_front,True,b_front,True,a_front,False,b_front,True,b_front,True,a_front,False
CLEVR_val_000159.png,small brown metal cube,large brown metal cylinder,b_front,large,a_front,False,b_front,True,a_front,False,b_front,True,b_front,True,a_front,False
CLEVR_val_000077.png,large blue rubber cube,small green rubber cube,b_front,medium,b_front,True,b_front,True,a_front,False,a_front,False,a_front,False,b_front,True
CLEVR_val_000036.png,large cyan metal cube,small yellow metal cylinder,a_front,medium,a_front,True,a_front,True,b_front,False,a_front,True,b_front,False,a_front,True
CLEVR_val_000162.png,large purple metal cylinder,large brown rubber cube,b_front,large,b_front,True,b_front,True,a_front,False,b_front,True,b_front,True,a_front,False
CLEVR_val_000191.png,small green metal cube,small red metal sphere,a_front,medium,a_front,True,a_front,True,b_front,False,a_front,True,b_front,False,a_front,True
CLEVR_val_000131.png,small brown metal cube,small red metal cube,b_front,medium,b_front,True,b_front,True,a_front,False,b_front,True,b_front,True,a_front,False
CLEVR_val_000240.png,large brown metal sphere,small purple metal sphere,b_front,small,a_front,False,b_front,True,a_front,False,a_front,False,b_front,True,a_front,False
CLEVR_val_000049.png,small brown rubber sphere,large purple metal cylinder,a_front,medium,b_front,False,a_front,True,b_front,False,b_front,False,b_front,False,a_front,True
CLEVR_val_000157.png,small brown rubber cylinder,large green rubber cylinder,a_front,small,a_front,True,a_front,True,b_front,False,b_front,False,b_front,False,a_front,True
CLEVR_val_000236.png,large green rubber cylinder,small blue rubber cylinder,a_front,large,b_front,False,a_front,True,b_front,False,a_front,True,b_front,False,a_front,True
CLEVR_val_000025.png,small cyan rubber sphere,large gray metal cylinder,b_front,medium,a_front,False,b_front,True,a_front,False,b_front,True,b_front,True,a_front,False
CLEVR_val_000271.png,large gray rubber cylinder,large yellow rubber cube,a_front,medium,b_front,False,a_front,True,b_front,False,b_front,False,b_front,False,a_front,True
CLEVR_val_000073.png,large purple rubber sphere,small green metal cylinder,b_front,medium,a_front,False,b_front,True,a_front,False,a_front,False,a_front,False,b_front,True
CLEVR_val_000193.png,large gray metal cube,small gray rubber cylinder,b_front,large,b_front,True,b_front,True,a_front,False,a_front,False,b_front,True,a_front,False
CLEVR_val_000095.png,small yellow metal cube,large yellow metal cylinder,b_front,medium,a_front,False,b_front,True,a_front,False,b_front,True,a_front,False,b_front,True
CLEVR_val_000274.png,large cyan rubber cube,large purple rubber cube,b_front,large,b_front,True,b_front,True,a_front,False,b_front,True,a_front,False,b_front,True
CLEVR_val_000050.png,small yellow rubber cylinder,large green rubber sphere,b_front,large,a_front,False,b_front,True,a_front,False,b_front,True,a_front,False,b_front,True
CLEVR_val_000257.png,large purple rubber cylinder,large green metal cylinder,a_front,large,b_front,False,a_front,True,b_front,False,b_front,False,b_front,False,a_front,True
CLEVR_val_000032.png,large brown rubber cylinder,large yellow rubber sphere,b_front,large,a_front,False,b_front,True,a_front,False,a_front,False,b_front,True,a_front,False
CLEVR_val_000255.png,large gray rubber sphere,large green metal cylinder,a_front,medium,b_front,False,a_front,True,b_front,False,b_front,False,b_front,False,a_front,True
CLEVR_val_000078.png,small purple metal cylinder,small blue rubber sphere,b_front,large,a_front,False,b_front,True,a_front,False,a_front,False,b_front,True,a_front,False
CLEVR_val_000192.png,large brown metal cylinder,small purple rubber cube,b_front,large,b_front,True,b_front,True,a_front,False,a_front,False,b_front,True,a_front,False
CLEVR_val_000123.png,small brown metal cube,small gray metal sphere,a_front,small,a_front,True,a_front,True,b_front,False,a_front,True,b_front,False,a_front,True
CLEVR_val_000254.png,large brown rubber cylinder,large yellow metal cube,a_front,large,b_front,False,a_front,True,b_front,False,b_front,False,b_front,False,a_front,True
CLEVR_val_000239.png,large cyan rubber cylinder,small gray rubber cube,b_front,medium,a_front,False,b_front,True,a_front,False,a_front,False,a_front,False,b_front,True
CLEVR_val_000049.png,small yellow metal sphere,small green metal cube,a_front,small,b_front,False,a_front,True,b_front,False,b_front,False,b_front,False,a_front,True
CLEVR_val_000215.png,small yellow metal sphere,small brown rubber sphere,b_front,large,a_front,False,b_front,True,a_front,False,a_front,False,a_front,False,b_front,True
CLEVR_val_000104.png,large cyan rubber sphere,large brown metal sphere,b_front,large,b_front,True,b_front,True,a_front,False,b_front,True,a_front,False,b_front,True
CLEVR_val_000114.png,small gray rubber cylinder,small brown rubber cube,a_front,medium,a_front,True,a_front,True,b_front,False,a_front,True,a_front,True,b_front,False
CLEVR_val_000092.png,large brown rubber sphere,large red rubber cube,b_front,large,b_front,True,b_front,True,a_front,False,b_front,True,b_front,True,a_front,False
CLEVR_val_000181.png,small brown metal cylinder,small brown metal cube,b_front,medium,a_front,False,b_front,True,a_front,False,a_front,False,b_front,True,a_front,False
CLEVR_val_000155.png,large blue metal sphere,large blue metal cylinder,a_front,large,b_front,False,a_front,True,b_front,False,b_front,False,a_front,True,b_front,False
CLEVR_val_000222.png,large blue metal sphere,large yellow metal cylinder,a_front,large,a_front,True,a_front,True,b_front,False,a_front,True,a_front,True,b_front,False
CLEVR_val_000126.png,large blue metal cylinder,small cyan metal cylinder,a_front,medium,b_front,False,a_front,True,b_front,False,a_front,True,a_front,True,b_front,False
CLEVR_val_000188.png,large green rubber sphere,large purple metal cylinder,a_front,large,a_front,True,a_front,True,b_front,False,a_front,True,a_front,True,b_front,False
CLEVR_val_000191.png,large purple rubber sphere,small green metal cube,b_front,medium,b_front,True,b_front,True,a_front,False,a_front,False,a_front,False,b_front,True
CLEVR_val_000225.png,large brown metal cube,small cyan rubber cube,a_front,large,a_front,True,a_front,True,b_front,False,a_front,True,b_front,False,a_front,True
CLEVR_val_000213.png,small gray rubber cube,large purple metal sphere,a_front,medium,b_front,False,a_front,True,b_front,False,b_front,False,b_front,False,a_front,True
CLEVR_val_000011.png,large brown rubber cylinder,small gray rubber sphere,a_front,medium,a_front,True,a_front,True,b_front,False,a_front,True,a_front,True,b_front,False
CLEVR_val_000077.png,large blue metal sphere,small brown metal sphere,a_front,large,b_front,False,a_front,True,b_front,False,a_front,True,b_front,False,a_front,True
CLEVR_val_000075.png,small brown metal cube,small red rubber cube,b_front,large,a_front,False,b_front,True,a_front,False,a_front,False,a_front,False,b_front,True
CLEVR_val_000023.png,large brown metal sphere,large brown rubber cube,b_front,small,b_front,True,b_front,True,a_front,False,b_front,True,a_front,False,b_front,True
CLEVR_val_000023.png,small green rubber cube,large gray metal cylinder,b_front,large,a_front,False,b_front,True,a_front,False,b_front,True,b_front,True,a_front,False
CLEVR_val_000104.png,large purple metal sphere,small brown metal cylinder,a_front,large,b_front,False,a_front,True,b_front,False,a_front,True,a_front,True,b_front,False
CLEVR_val_000031.png,small red rubber cylinder,small green rubber sphere,b_front,large,a_front,False,b_front,True,a_front,False,a_front,False,a_front,False,b_front,True
CLEVR_val_000228.png,large gray rubber cylinder,small yellow metal cylinder,b_front,large,b_front,True,b_front,True,a_front,False,a_front,False,a_front,False,b_front,True
CLEVR_val_000267.png,small green rubber cube,large red rubber cylinder,a_front,large,a_front,True,a_front,True,b_front,False,b_front,False,a_front,True,b_front,False
CLEVR_val_000125.png,large green rubber sphere,large green rubber cube,b_front,large,b_front,True,b_front,True,a_front,False,b_front,True,b_front,True,a_front,False
CLEVR_val_000263.png,large purple metal cube,small gray rubber cube,b_front,large,a_front,False,b_front,True,a_front,False,a_front,False,a_front,False,b_front,True
CLEVR_val_000055.png,small gray metal cube,large yellow metal cylinder,a_front,large,b_front,False,a_front,True,b_front,False,b_front,False,a_front,True,b_front,False
CLEVR_val_000243.png,large green metal sphere,large brown metal cube,b_front,large,a_front,False,b_front,True,a_front,False,a_front,False,a_front,False,b_front,True
CLEVR_val_000232.png,large cyan metal sphere,small purple metal cube,b_front,large,b_front,True,b_front,True,a_front,False,a_front,False,b_front,True,a_front,False
CLEVR_val_000181.png,small blue rubber sphere,large green metal cube,a_front,large,a_front,True,a_front,True,b_front,False,b_front,False,b_front,False,a_front,True
CLEVR_val_000181.png,small brown metal cylinder,large brown metal cylinder,a_front,large,b_front,False,a_front,True,b_front,False,b_front,False,b_front,False,a_front,True
CLEVR_val_000061.png,small gray rubber cylinder,small green metal cylinder,a_front,medium,a_front,True,a_front,True,b_front,False,a_front,True,b_front,False,a_front,True
CLEVR_val_000083.png,large blue metal cube,small green rubber cylinder,b_front,medium,b_front,True,b_front,True,a_front,False,a_front,False,a_front,False,b_front,True
CLEVR_val_000287.png,small brown rubber sphere,small blue metal cylinder,b_front,large,a_front,False,b_front,True,a_front,False,a_front,False,b_front,True,a_front,False
CLEVR_val_000151.png,small brown metal sphere,small brown rubber sphere,a_front,large,b_front,False,a_front,True,b_front,False,b_front,False,b_front,False,a_front,True
CLEVR_val_000156.png,large green rubber cube,small blue metal cube,b_front,large,a_front,False,b_front,True,a_front,False,a_front,False,b_front,True,a_front,False
CLEVR_val_000092.png,small green metal sphere,large cyan rubber cube,b_front,large,b_front,True,b_front,True,a_front,False,b_front,True,a_front,False,b_front,True
CLEVR_val_000077.png,small brown rubber sphere,large cyan metal cube,b_front,large,a_front,False,b_front,True,a_front,False,b_front,True,a_front,False,b_front,True
CLEVR_val_000151.png,small brown metal sphere,small cyan rubber cylinder,a_front,large,b_front,False,a_front,True,b_front,False,b_front,False,a_front,True,b_front,False
CLEVR_val_000105.png,small blue metal cube,large red metal sphere,a_front,large,a_front,True,a_front,True,b_front,False,b_front,False,a_front,True,b_front,False
CLEVR_val_000008.png,small brown rubber cube,small yellow metal cube,b_front,large,b_front,True,b_front,True,a_front,False,b_front,True,a_front,False,b_front,True
CLEVR_val_000188.png,large brown rubber cylinder,large green rubber sphere,b_front,large,a_front,False,b_front,True,a_front,False,a_front,False,a_front,False,b_front,True
CLEVR_val_000277.png,large purple rubber sphere,small yellow metal cube,a_front,large,b_front,False,a_front,True,b_front,False,a_front,True,a_front,True,b_front,False
CLEVR_val_000009.png,small brown metal sphere,small gray metal sphere,b_front,medium,a_front,False,b_front,True,a_front,False,a_front,False,b_front,True,a_front,False
CLEVR_val_000192.png,small purple rubber sphere,large purple metal cylinder,b_front,small,b_front,True,a_front,False,b_front,True,b_front,True,a_front,False,b_front,True
CLEVR_val_000142.png,large purple metal sphere,small green metal cylinder,a_front,large,a_front,True,a_front,True,b_front,False,a_front,True,b_front,False,a_front,True
CLEVR_val_000134.png,small gray rubber cylinder,large green metal sphere,a_front,large,b_front,False,a_front,True,b_front,False,b_front,False,b_front,False,a_front,True
CLEVR_val_000209.png,small cyan rubber sphere,large green metal cylinder,b_front,large,a_front,False,b_front,True,a_front,False,b_front,True,a_front,False,b_front,True
CLEVR_val_000262.png,large blue metal cylinder,small brown rubber sphere,b_front,large,b_front,True,b_front,True,a_front,False,a_front,False,b_front,True,a_front,False
CLEVR_val_000237.png,small green metal cylinder,small red rubber cylinder,a_front,large,a_front,True,a_front,True,b_front,False,a_front,True,a_front,True,b_front,False
CLEVR_val_000078.png,large red metal cube,large gray rubber cube,a_front,small,b_front,False,a_front,True,b_front,False,b_front,False,b_front,False,a_front,True
CLEVR_val_000073.png,small purple metal sphere,small blue rubber sphere,b_front,large,a_front,False,b_front,True,a_front,False,a_front,False,a_front,False,b_front,True
CLEVR_val_000270.png,large yellow rubber sphere,small yellow metal cylinder,b_front,large,b_front,True,b_front,True,a_front,False,a_front,False,a_front,False,b_front,True
CLEVR_val_000237.png,small blue rubber sphere,large gray rubber cylinder,a_front,small,a_front,True,a_front,True,b_front,False,b_front,False,b_front,False,a_front,True
CLEVR_val_000137.png,small purple metal cube,large yellow rubber sphere,b_front,medium,b_front,True,b_front,True,a_front,False,b_front,True,a_front,False,b_front,True
CLEVR_val_000171.png,small green metal cube,small purple rubber sphere,a_front,small,a_front,True,a_front,True,b_front,False,a_front,True,a_front,True,b_front,False
CLEVR_val_000225.png,large yellow rubber sphere,large brown metal cube,b_front,large,b_front,True,b_front,True,a_front,False,b_front,True,b_front,True,a_front,False
CLEVR_val_000273.png,small yellow metal sphere,large brown rubber cube,a_front,large,a_front,True,a_front,True,b_front,False,b_front,False,a_front,True,b_front,False
CLEVR_val_000178.png,small red metal cylinder,small brown rubber sphere,b_front,large,b_front,True,b_front,True,a_front,False,b_front,True,a_front,False,b_front,True
CLEVR_val_000051.png,small cyan metal cylinder,small red metal sphere,b_front,large,a_front,False,b_front,True,a_front,False,a_front,False,a_front,False,b_front,True
CLEVR_val_000156.png,large red metal cylinder,small gray metal cylinder,b_front,small,b_front,True,b_front,True,a_front,False,a_front,False,a_front,False,b_front,True
CLEVR_val_000273.png,small blue rubber sphere,small cyan metal sphere,b_front,large,a_front,False,b_front,True,a_front,False,a_front,False,b_front,True,a_front,False
CLEVR_val_000174.png,small purple metal sphere,large blue rubber cylinder,a_front,small,b_front,False,a_front,True,b_front,False,b_front,False,a_front,True,b_front,False
CLEVR_val_000017.png,small gray rubber sphere,large cyan rubber cube,a_front,small,a_front,True,a_front,True,b_front,False,b_front,False,b_front,False,a_front,True
CLEVR_val_000160.png,small blue metal cylinder,large red rubber cylinder,a_front,medium,b_front,False,a_front,True,b_front,False,b_front,False,a_front,True,b_front,False
CLEVR_val_000244.png,large blue metal cylinder,large blue rubber sphere,b_front,large,a_front,False,b_front,True,a_front,False,a_front,False,b_front,True,a_front,False
CLEVR_val_000192.png,small green rubber cube,small gray metal cylinder,a_front,large,b_front,False,a_front,True,b_front,False,b_front,False,b_front,False,a_front,True
CLEVR_val_000017.png,large brown metal cylinder,small brown metal cylinder,a_front,large,a_front,True,a_front,True,b_front,False,a_front,True,b_front,False,a_front,True
CLEVR_val_000065.png,large cyan rubber sphere,large purple rubber cube,b_front,large,b_front,True,b_front,True,a_front,False,b_front,True,a_front,False,b_front,True
CLEVR_val_000156.png,small green rubber cylinder,small blue metal cube,b_front,large,a_front,False,b_front,True,a_front,False,a_front,False,a_front,False,b_front,True
